country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","23-09-2026 12:00:00",22.248853,70.776774,PM10,53,151,85
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","23-09-2026 12:00:00",22.248853,70.776774,NO2,6,27,12
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","23-09-2026 12:00:00",22.248853,70.776774,NH3,0,1,1
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","23-09-2026 12:00:00",22.248853,70.776774,CO,29,31,30
India,Gujarat,Surat,"Science Center, Surat - SMC","23-09-2026 12:00:00",21.170046,72.795405,NO2,1,10,6
India,Gujarat,Surat,"Science Center, Surat - SMC","23-09-2026 12:00:00",21.170046,72.795405,NH3,NA,NA,NA
India,Gujarat,Surat,"Science Center, Surat - SMC","23-09-2026 12:00:00",21.170046,72.795405,CO,63,65,64
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro","23-09-2026 12:00:00",21.217779,72.834787,OZONE,14,19,16
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","23-09-2026 12:00:00",22.320153,73.216285,PM2.5,23,77,50
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","23-09-2026 12:00:00",22.320153,73.216285,PM10,49,128,81
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","23-09-2026 12:00:00",20.362421,72.918013,NH3,3,4,4
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","23-09-2026 12:00:00",20.362421,72.918013,CO,NA,NA,NA
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","23-09-2026 12:00:00",30.379589,76.778328,OZONE,3,60,23
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","23-09-2026 12:00:00",28.6701,76.9254,CO,24,31,27
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","23-09-2026 12:00:00",28.3419248,77.319699,NO2,19,21,20
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","23-09-2026 12:00:00",28.3419248,77.319699,SO2,2,4,3
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","23-09-2026 12:00:00",28.806223,76.141105,NH3,11,12,11
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","23-09-2026 12:00:00",28.806223,76.141105,OZONE,18,24,20
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","23-09-2026 12:00:00",28.2068,76.7997,PM2.5,73,228,130
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","23-09-2026 12:00:00",28.2068,76.7997,PM10,70,138,103
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","23-09-2026 12:00:00",28.2068,76.7997,NO2,8,27,20
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","23-09-2026 12:00:00",28.4417,77.3217,NO2,36,39,37
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","23-09-2026 12:00:00",28.4417,77.3217,NH3,6,7,7
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","23-09-2026 12:00:00",28.376058,77.315741,NO2,30,32,31
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","23-09-2026 12:00:00",28.376058,77.315741,SO2,3,11,6
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","23-09-2026 12:00:00",28.376058,77.315741,CO,56,74,64
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","23-09-2026 12:00:00",28.39072,77.30059,PM10,NA,NA,NA
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","23-09-2026 12:00:00",29.503664,75.467934,NH3,13,15,14
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","23-09-2026 12:00:00",29.503664,75.467934,OZONE,33,33,33
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","23-09-2026 12:00:00",28.4227,77.0667,NO2,15,44,24
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","23-09-2026 12:00:00",28.4227,77.0667,NH3,5,14,8
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","23-09-2026 12:00:00",28.4227,77.0667,SO2,7,11,9
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","23-09-2026 12:00:00",28.4227,77.0667,CO,18,32,25
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","23-09-2026 12:00:00",28.4501238,77.0263051,PM10,10,437,265
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","23-09-2026 12:00:00",28.4501238,77.0263051,SO2,9,27,18
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","23-09-2026 12:00:00",28.4275,77.1465,PM2.5,97,289,195
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","23-09-2026 12:00:00",12.920984,77.584908,PM10,36,73,51
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","23-09-2026 12:00:00",12.920984,77.584908,NO2,9,17,12
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","23-09-2026 12:00:00",12.920984,77.584908,NH3,0,0,0
